County,Total Groups Tallied: Estimate,Total Groups Tallied: Margin of Error,East Asian: Estimate,East Asian: Margin of Error,"Chinese, except Taiwanese Estimate","Chinese, except Taiwanese Margin of Error",Hmong Estimate,Hmong Margin of Error,Japanese Estimate,Japanese Margin of Error,Korean Estimate,Korean Margin of Error,Mongolian Estimate,Mongolian Margin of Error,Okinawan Estimate,Okinawan Margin of Error,Taiwanese Estimate,Taiwanese Margin of Error,Other East Asian Estimate,Other East Asian Margin of Error,Southeast Asian: Estimate,Southeast Asian: Margin of Error,Burmese Estimate,Burmese Margin of Error,Cambodian Estimate,Cambodian Margin of Error,Filipino Estimate,Filipino Margin of Error,Indonesian Estimate,Indonesian Margin of Error,Laotian Estimate,Laotian Margin of Error,Malaysian Estimate,Malaysian Margin of Error,Mien Estimate,Mien Margin of Error,Singaporean Estimate,Singaporean Margin of Error,Thai Estimate,Thai Margin of Error,Vietnamese Estimate,Vietnamese Margin of Error,Other Southeast Asian Estimate,Other Southeast Asian Margin of Error
"Bay County, Michigan",1013.0,191,,,142.0,101,47.0,67,233.0,157,239.0,163,0.0,26,0.0,26,10.0,17,56.0,76,,,0.0,26,25.0,37,88.0,96,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,64.0,61,0.0,26
"Bayamón Municipio, Puerto Rico",726.0,295,,,341.0,205,0.0,35,21.0,24,13.0,21,0.0,35,0.0,35,0.0,35,0.0,35,,,0.0,35,0.0,35,65.0,69,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35
"Bayfield County, Wisconsin",189.0,37,,,28.0,19,13.0,18,10.0,10,29.0,17,1.0,2,0.0,16,19.0,18,0.0,16,,,0.0,16,0.0,16,44.0,27,7.0,8,0.0,16,6.0,8,0.0,16,0.0,16,1.0,2,3.0,4,0.0,16
"Baylor County, Texas",0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Beadle County, South Dakota",2020.0,268,,,0.0,16,276.0,287,35.0,58,0.0,16,35.0,58,0.0,16,0.0,16,0.0,16,,,946.0,574,0.0,16,162.0,216,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,172.0,239,346.0,400,0.0,16
"Bear Lake County, Idaho",48.0,17,,,0.0,17,0.0,17,0.0,17,4.0,7,0.0,17,0.0,17,0.0,17,0.0,17,,,6.0,11,0.0,17,36.0,16,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Beaufort County, North Carolina",337.0,68,,,21.0,29,0.0,29,10.0,12,27.0,25,0.0,29,0.0,29,0.0,29,0.0,29,,,0.0,29,0.0,29,65.0,76,2.0,3,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,172.0,71,0.0,29
"Beaufort County, South Carolina",3753.0,244,,,494.0,275,76.0,73,481.0,268,296.0,192,0.0,33,0.0,33,13.0,21,0.0,33,,,0.0,33,8.0,15,1138.0,316,43.0,88,86.0,138,0.0,33,0.0,33,0.0,33,274.0,181,437.0,342,0.0,33
"Beauregard Parish, Louisiana",389.0,27,,,9.0,11,0.0,30,21.0,24,34.0,41,0.0,30,0.0,30,1.0,3,0.0,30,,,0.0,30,14.0,15,134.0,60,0.0,30,49.0,55,0.0,30,0.0,30,0.0,30,60.0,19,6.0,10,0.0,30
"Beaver County, Oklahoma",39.0,37,,,2.0,4,0.0,15,6.0,8,26.0,36,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,5.0,7,0.0,15
"Beaver County, Pennsylvania",1784.0,170,,,415.0,150,0.0,27,205.0,95,377.0,157,0.0,27,0.0,27,26.0,30,0.0,27,,,0.0,27,0.0,27,298.0,113,15.0,22,0.0,27,0.0,27,0.0,27,0.0,27,21.0,25,18.0,29,0.0,27
"Beaver County, Utah",52.0,66,,,0.0,17,0.0,17,45.0,64,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,0.0,17,0.0,17,0.0,17,7.0,18,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Beaverhead County, Montana",93.0,4,,,9.0,10,0.0,15,17.0,24,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,67.0,28,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Becker County, Minnesota",383.0,29,,,77.0,41,0.0,20,39.0,28,68.0,46,0.0,20,4.0,5,0.0,20,0.0,20,,,9.0,11,18.0,26,30.0,25,0.0,20,39.0,52,0.0,20,0.0,20,0.0,20,0.0,20,32.0,30,0.0,20
"Beckham County, Oklahoma",226.0,119,,,60.0,64,0.0,19,15.0,26,11.0,21,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,123.0,143,15.0,22,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Bedford County, Pennsylvania",474.0,200,,,20.0,16,0.0,24,55.0,45,59.0,49,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,130.0,61,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,3.0,5,62.0,53,0.0,24
"Bedford County, Tennessee",622.0,95,,,139.0,136,0.0,32,30.0,38,81.0,95,0.0,32,0.0,32,0.0,32,0.0,32,,,0.0,32,0.0,32,111.0,76,0.0,32,170.0,135,0.0,32,0.0,32,0.0,32,0.0,32,28.0,61,0.0,32
"Bedford County, Virginia",1591.0,138,,,282.0,135,0.0,31,125.0,115,98.0,102,0.0,31,0.0,31,0.0,31,0.0,31,,,0.0,31,34.0,42,398.0,206,12.0,22,0.0,31,0.0,31,0.0,31,9.0,14,37.0,42,93.0,116,0.0,31
"Bee County, Texas",231.0,12,,,14.0,27,0.0,31,16.0,33,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,,,0.0,31,0.0,31,100.0,96,7.0,12,6.0,13,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31
"Belknap County, New Hampshire",1009.0,61,,,136.0,105,0.0,29,0.0,29,53.0,56,15.0,23,0.0,29,0.0,29,0.0,29,,,0.0,29,1.0,3,262.0,166,0.0,29,137.0,146,0.0,29,0.0,29,0.0,29,33.0,32,38.0,42,0.0,29
"Bell County, Kentucky",66.0,72,,,0.0,24,0.0,24,26.0,46,5.0,9,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,20.0,28,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,15.0,24,0.0,24,0.0,24
"Bell County, Texas",19292.0,1035,,,1580.0,616,38.0,52,1938.0,593,4276.0,715,0.0,35,36.0,62,167.0,148,0.0,35,,,45.0,94,421.0,416,4643.0,865,87.0,111,204.0,202,0.0,35,0.0,35,0.0,35,518.0,248,1960.0,637,0.0,35
"Belmont County, Ohio",545.0,51,,,104.0,92,4.0,8,8.0,14,91.0,85,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,120.0,77,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,54.0,48,0.0,30
"Beltrami County, Minnesota",564.0,97,,,154.0,72,47.0,45,45.0,33,105.0,53,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,103.0,78,0.0,20,18.0,25,0.0,20,0.0,20,0.0,20,18.0,29,58.0,40,0.0,20
"Ben Hill County, Georgia",91.0,110,,,23.0,39,0.0,23,17.0,54,10.0,25,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Benewah County, Idaho",28.0,25,,,8.0,12,0.0,17,0.0,17,3.0,5,0.0,17,0.0,17,0.0,17,0.0,17,,,4.0,5,0.0,17,8.0,12,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,3.0,5,0.0,17,0.0,17
"Bennett County, South Dakota",54.0,56,,,6.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,48.0,55,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Bennington County, Vermont",583.0,67,,,123.0,51,0.0,22,58.0,43,75.0,52,1.0,2,0.0,22,0.0,22,0.0,22,,,1.0,4,1.0,2,79.0,54,0.0,22,5.0,9,0.0,22,0.0,22,0.0,22,7.0,11,15.0,13,0.0,22
"Benson County, North Dakota",42.0,26,,,0.0,15,0.0,15,3.0,4,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,31.0,27,0.0,15,8.0,8,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Bent County, Colorado",50.0,35,,,0.0,19,0.0,19,6.0,11,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,5.0,9,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,3.0,6,0.0,19
"Benton County, Arkansas",16324.0,538,,,1232.0,443,547.0,263,623.0,336,578.0,248,42.0,58,84.0,88,182.0,162,0.0,30,,,28.0,50,93.0,91,1577.0,459,6.0,10,858.0,508,82.0,102,0.0,30,0.0,30,144.0,131,1425.0,455,0.0,30
"Benton County, Indiana",35.0,36,,,0.0,18,0.0,18,0.0,18,9.0,14,0.0,18,0.0,18,0.0,18,0.0,18,,,0.0,18,0.0,18,26.0,32,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18
"Benton County, Iowa",176.0,9,,,23.0,25,0.0,19,0.0,19,71.0,35,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,18.0,17,0.0,19,7.0,10,0.0,19,0.0,19,0.0,19,3.0,4,17.0,17,0.0,19
"Benton County, Minnesota",853.0,102,,,150.0,87,86.0,82,26.0,33,45.0,46,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,74.0,115,154.0,88,76.0,75,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,141.0,120,0.0,20
"Benton County, Mississippi",34.0,52,,,0.0,20,0.0,20,0.0,20,1.0,2,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,31.0,51,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Benton County, Missouri",155.0,26,,,54.0,44,0.0,19,30.0,40,37.0,46,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,34.0,39,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Benton County, Oregon",8767.0,295,,,3021.0,389,17.0,28,921.0,266,1252.0,419,8.0,12,0.0,31,139.0,97,0.0,31,,,37.0,40,61.0,53,1096.0,368,90.0,82,0.0,31,9.0,16,0.0,31,9.0,14,191.0,122,488.0,179,0.0,31
"Benton County, Tennessee",166.0,90,,,118.0,87,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,27.0,33,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Benton County, Washington",9658.0,417,,,1276.0,389,125.0,183,827.0,221,1016.0,355,68.0,108,52.0,63,97.0,94,0.0,31,,,231.0,234,49.0,69,2229.0,515,101.0,103,173.0,129,0.0,31,0.0,31,0.0,31,199.0,162,912.0,384,0.0,31
"Benzie County, Michigan",231.0,90,,,51.0,36,0.0,17,63.0,38,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,0.0,17,80.0,54,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,23.0,18,0.0,17
"Bergen County, New Jersey",178016.0,964,,,25263.0,1938,0.0,32,8159.0,1209,64121.0,2754,27.0,33,0.0,32,1465.0,417,48.0,79,,,43.0,57,152.0,147,28078.0,1992,758.0,381,90.0,110,62.0,101,0.0,32,56.0,48,1201.0,504,2519.0,665,0.0,32
"Berkeley County, South Carolina",8855.0,329,,,906.0,319,42.0,58,569.0,209,811.0,288,0.0,33,0.0,33,24.0,36,0.0,33,,,0.0,33,63.0,70,4395.0,676,0.0,33,264.0,189,0.0,33,0.0,33,0.0,33,246.0,176,770.0,326,0.0,33
"Berkeley County, West Virginia",2419.0,202,,,102.0,91,0.0,30,359.0,199,396.0,212,0.0,30,1.0,2,47.0,75,0.0,30,,,36.0,41,17.0,27,460.0,182,23.0,39,66.0,89,0.0,30,0.0,30,0.0,30,46.0,63,217.0,138,0.0,30
"Berks County, Pennsylvania",8417.0,521,,,963.0,266,14.0,33,502.0,194,915.0,460,0.0,27,25.0,41,19.0,24,0.0,27,,,35.0,39,103.0,76,1247.0,328,0.0,27,202.0,143,0.0,27,0.0,27,0.0,27,76.0,63,1331.0,439,0.0,27
"Berkshire County, Massachusetts",3129.0,206,,,585.0,156,0.0,32,251.0,137,377.0,174,0.0,32,0.0,32,54.0,53,0.0,32,,,17.0,22,78.0,99,177.0,107,28.0,54,57.0,91,103.0,108,0.0,32,0.0,32,58.0,65,109.0,77,0.0,32
"Bernalillo County, New Mexico",30488.0,1483,,,4980.0,1006,19.0,31,3218.0,687,2092.0,459,57.0,83,10.0,19,331.0,198,0.0,31,,,0.0,31,70.0,79,7415.0,1167,280.0,145,344.0,227,14.0,21,0.0,31,0.0,31,553.0,286,4847.0,732,0.0,31
"Berrien County, Georgia",346.0,115,,,0.0,23,0.0,23,0.0,23,97.0,111,0.0,23,0.0,23,0.0,23,0.0,23,,,162.0,123,0.0,23,13.0,29,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,74.0,81,0.0,23
"Berrien County, Michigan",4356.0,196,,,528.0,206,0.0,26,261.0,141,469.0,146,0.0,26,0.0,26,20.0,34,2.0,4,,,55.0,54,7.0,11,1222.0,285,351.0,254,17.0,29,54.0,73,0.0,26,15.0,24,53.0,66,110.0,107,0.0,26
"Bertie County, North Carolina",219.0,95,,,26.0,27,0.0,21,0.0,21,127.0,160,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,8.0,17,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Bethel Census Area, Alaska",291.0,14,,,4.0,5,0.0,16,0.0,16,170.0,83,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,85.0,97,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Bexar County, Texas",96856.0,1829,,,11625.0,1339,333.0,468,6768.0,1028,8755.0,1237,16.0,27,147.0,138,749.0,334,20.0,30,,,883.0,635,325.0,182,25221.0,1938,530.0,265,355.0,223,111.0,135,0.0,35,43.0,50,2406.0,738,9346.0,1286,0.0,35
"Bibb County, Alabama",156.0,198,,,0.0,25,0.0,25,0.0,25,23.0,39,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Bibb County, Georgia",4505.0,366,,,429.0,203,0.0,34,130.0,91,683.0,267,0.0,34,0.0,34,21.0,41,0.0,34,,,33.0,36,0.0,34,424.0,172,0.0,34,189.0,153,1.0,4,0.0,34,0.0,34,178.0,268,648.0,258,0.0,34
"Bienville Parish, Louisiana",41.0,47,,,0.0,22,0.0,22,1.0,4,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,3.0,4,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,30.0,46,0.0,22,0.0,22
"Big Horn County, Montana",296.0,182,,,0.0,17,0.0,17,26.0,33,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,0.0,17,257.0,188,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Big Horn County, Wyoming",100.0,13,,,22.0,26,0.0,20,12.0,17,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,33.0,32,0.0,20,6.0,13,0.0,20,0.0,20,0.0,20,24.0,27,0.0,20,0.0,20
"Big Stone County, Minnesota",67.0,29,,,9.0,10,0.0,13,8.0,9,8.0,7,0.0,13,0.0,13,0.0,13,0.0,13,,,0.0,13,0.0,13,29.0,20,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13
"Billings County, North Dakota",0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Bingham County, Idaho",739.0,117,,,33.0,45,0.0,26,313.0,119,198.0,110,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,0.0,26,112.0,95,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,16.0,27,0.0,26
"Black Hawk County, Iowa",4592.0,223,,,298.0,144,0.0,24,365.0,309,610.0,219,8.0,14,0.0,24,71.0,79,0.0,24,,,867.0,409,27.0,45,457.0,283,0.0,24,176.0,143,0.0,24,0.0,24,0.0,24,85.0,76,445.0,264,2.0,3
"Blackford County, Indiana",42.0,39,,,23.0,40,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,12.0,20,0.0,20
"Bladen County, North Carolina",67.0,65,,,10.0,17,0.0,25,0.0,25,42.0,60,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,15.0,21,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Blaine County, Idaho",192.0,174,,,117.0,130,0.0,23,56.0,86,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,19.0,36,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Blaine County, Montana",0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Blaine County, Nebraska",0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Blaine County, Oklahoma",5.0,6,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Blair County, Pennsylvania",1313.0,89,,,267.0,154,0.0,27,97.0,81,149.0,95,0.0,27,0.0,27,19.0,28,0.0,27,,,0.0,27,78.0,106,352.0,156,0.0,27,6.0,9,0.0,27,0.0,27,0.0,27,7.0,9,23.0,34,0.0,27
"Blanco County, Texas",194.0,107,,,0.0,23,0.0,23,92.0,99,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,9.0,22,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,93.0,126,0.0,23,0.0,23
"Bland County, Virginia",41.0,31,,,0.0,19,0.0,19,15.0,22,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,0.0,19,8.0,14,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Bleckley County, Georgia",175.0,25,,,51.0,60,0.0,23,3.0,7,30.0,50,0.0,23,0.0,23,0.0,23,0.0,23,,,12.0,22,0.0,23,34.0,38,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,14.0,25,0.0,23
"Bledsoe County, Tennessee",21.0,30,,,3.0,8,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,13.0,24,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Blount County, Alabama",310.0,31,,,1.0,4,0.0,31,0.0,31,7.0,31,0.0,31,0.0,31,5.0,12,0.0,31,,,0.0,31,0.0,31,246.0,70,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31
"Blount County, Tennessee",1701.0,47,,,249.0,160,0.0,32,113.0,127,458.0,229,0.0,32,19.0,34,0.0,32,0.0,32,,,0.0,32,109.0,162,150.0,84,0.0,32,119.0,184,0.0,32,0.0,32,0.0,32,62.0,85,26.0,37,0.0,32
"Blue Earth County, Minnesota",2319.0,96,,,217.0,95,147.0,131,100.0,60,380.0,141,0.0,22,0.0,22,15.0,15,0.0,22,,,9.0,19,19.0,32,405.0,164,3.0,4,36.0,38,0.0,22,0.0,22,0.0,22,37.0,38,377.0,190,0.0,22
"Boise County, Idaho",159.0,7,,,0.0,17,0.0,17,114.0,44,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,0.0,17,26.0,31,11.0,23,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Bolivar County, Mississippi",322.0,7,,,18.0,27,0.0,30,8.0,13,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,4.0,7,0.0,30,0.0,30,8.0,16,0.0,30,0.0,30,23.0,55,151.0,133,0.0,30
"Bollinger County, Missouri",21.0,18,,,3.0,5,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,4.0,5,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Bon Homme County, South Dakota",13.0,19,,,0.0,15,0.0,15,2.0,7,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,5.0,12,0.0,15,3.0,5,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Bond County, Illinois",105.0,71,,,4.0,7,0.0,19,0.0,19,7.0,18,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,43.0,56,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Bonner County, Idaho",871.0,127,,,131.0,88,0.0,26,295.0,113,91.0,66,0.0,26,1.0,3,0.0,26,0.0,26,,,0.0,26,0.0,26,211.0,118,12.0,20,0.0,26,0.0,26,0.0,26,0.0,26,61.0,87,30.0,42,0.0,26
